,Unnamed: 0,MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip Code,address,location,distance
434,248,DCDC399544,RES,CLS,739 18th St NE,Washington,"Washington, DC",2.0,1,Row/Townhouse,6/7/2019,Cosmopolitan Properties Real Estate Brokerage (CSMO1),400000.0,20002,"739 18th St NE, Washington, DC 20002","(38.8985417, -76.9775080493847)",0
435,249,DCDC392480,RES,CLS,24 16th St NE,Washington,"Washington, DC",3.0,1-Jan,End of Row/Townhouse,6/21/2019,RE/MAX United Real Estate (RMXD1),760000.0,20002,"24 16th St NE, Washington, DC 20002","(38.89054565, -76.982441775)",0
436,250,DCDC399100,RES,CLS,401 13th St NE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/28/2019,"Heymann Realty, LLC (HEYR1)",425000.0,20002,"401 13th St NE , Washington, DC 20002","(38.8950943, -76.9880629)",0
437,251,DCDC398456,RES,CLS,1702 Lyman Pl NE,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,7/8/2019,EXP Realty (EXXPR1),470000.0,20002,"1702 Lyman Pl NE, Washington, DC 20002","(38.90512045, -76.978750079358)",0
438,252,DCDC391740,RES,CLS,614 I St NE ,Washington,"Washington, DC",3.0,3,Unit/Flat/Apartment,6/6/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),740000.0,20002,"614 I St NE , Washington, DC 20002","(38.9015391, -76.9978015836648)",0
439,253,DCDC364876,RES,CLS,1212 Oates St NE,Washington,"Washington, DC",4.0,2,Row/Townhouse,6/18/2019,Senate Realty (SENR1),515000.0,20002,"1212 Oates St NE, Washington, DC 20002","(38.9053786, -76.9876445149202)",0
440,254,DCDC356944,RES,CLS,1722 Lyman Pl NE,Washington,"Washington, DC",3.0,2,Row/Townhouse,6/6/2019,RE/MAX Professionals (RMXP4),495000.0,20002,"1722 Lyman Pl NE, Washington, DC 20002","(38.90511385, -76.97815075)",0
441,255,DCDC310374,RES,CLS,1737 Lang Pl NE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,6/21/2019,Fairfax Realty Elite (FXR4),465000.0,20002,"1737 Lang Pl NE, Washington, DC 20002","(38.9042267, -76.9777534020408)",0
442,256,DCDC309800,RES,CLS,833 19th St NE ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,8/23/2019,Taylor Properties (TAYL1),308000.0,20002,"833 19th St NE , Washington, DC 20002","(38.9006503, -76.9759731743078)",0
443,257,DCDC287776,RES,CLS,203 3rd St NE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,6/3/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),1060000.0,20002,"203 3rd St NE, Washington, DC 20002","(38.8922064, -77.0018295022144)",0
444,258,DCDC199076,RES,CLS,311 F St NE,Washington,"Washington, DC",5.0,1-May,Row/Townhouse,6/14/2019,Compass (COMPS3),2375000.0,20002,"311 F St NE, Washington, DC 20002","(38.8971487, -77.0015239939792)",0
445,259,1010008306,RES,CLS,608 I St NE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,8/16/2019,Nexttier Realty LLC (NEXR1),1000000.0,20002,"608 I St NE, Washington, DC 20002","(38.90147065, -76.9979307654484)",0
446,260,1009277112,RES,CLS,1453-1455 Holbrook St NE,Washington,"Washington, DC",3.0,Feb-00,Row/Townhouse,8/21/2019,Anne Butler Realty Company (ABB1),317625.0,20002,"1453-1455 Holbrook St NE, Washington, DC 20002","(38.9043107732461, -76.982591385451)",0
447,261,1001794484,RES,CLS,2114 North Capitol St NW,Washington,"Washington, DC",4.0,Mar-00,Row/Townhouse,7/5/2019,Compass (COMPS1),671000.0,20002,"2114 North Capitol St NW, Washington, DC 20002","(38.9185457, -77.0093417001011)",0
448,0,DCDC440450,RES,CLS,516 5th St SE,Washington,"Washington, DC",2.0,1-Feb,Twin/Semi-Detached,8/31/2019,Compass (COMPS3),900000.0,20003,"516 5th St SE, Washington, DC 20003","(38.88220195, -76.9992472)",0
449,1,DCDC438464,RES,CLS,1440 E St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,8/15/2019,Compass (COMPS3),825000.0,20003,"1440 E St SE, Washington, DC 20003","(38.8830058, -76.9841202520411)",0
450,2,DCDC434448,RES,CLS,1300 4th St SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/1/2019,Compass (COMPS1),554900.0,20003,"1300 4th St SE , Washington, DC 20003","(38.882808, -77.000578)",0
451,3,DCDC436518,RES,CLS,123 17th St SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/23/2019,"Long & Foster Real Estate, Inc. (LNG194)",329900.0,20003,"123 17th St SE , Washington, DC 20003","(38.88794385, -76.9810094753022)",0
452,4,DCDC432400,RES,CLS,1314 C St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,6/18/2019,Non Subscribing Office (NON1),850000.0,20003,"1314 C St SE, Washington, DC 20003","(38.8855143, -76.9877178)",0
453,5,DCDC436264,RES,CLS,412 16th St SE,Washington,"Washington, DC",3.0,3,Row/Townhouse,8/19/2019,Compass (COMPS1),850412.0,20003,"412 16th St SE, Washington, DC 20003","(38.88362235, -76.982009828161)",0
454,6,DCDC436204,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/28/2019,Coldwell Banker Residential Brokerage (CBRB106),445000.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
455,7,DCDC434038,RES,CLS,541 14th St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,8/23/2019,Coldwell Banker Residential Brokerage (CBRB52),1095000.0,20003,"541 14th St SE, Washington, DC 20003","(38.8819662, -76.9857733313187)",0
456,8,DCDC435182,RES,CLS,610 3rd St SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/22/2019,Century 21 New Millennium (CENT2032),366610.0,20003,"610 3rd St SE , Washington, DC 20003","(38.8818201, -77.0017338936637)",0
457,9,DCDC435472,RES,CLS,1208 Walter St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,8/31/2019,RE/MAX Allegiance (RMAX20),774120.0,20003,"1208 Walter St SE, Washington, DC 20003","(38.8869371, -76.9895506999212)",0
458,10,DCDC435362,RES,CLS,1300 4th SE ,Washington,"Washington, DC",0.0,1,Unit/Flat/Apartment,8/28/2019,"PN Hoffman Realty, LLC (PNH1)",445000.0,20003,"1300 4th SE , Washington, DC 20003","(0, 0)",0
459,11,DCDC434074,RES,CLS,732 13th St SE,Washington,"Washington, DC",2.0,2,Row/Townhouse,8/21/2019,Glass House Real Estate (PTRET1),820000.0,20003,"732 13th St SE, Washington, DC 20003","(38.8804419, -76.98809495)",0
460,12,DCDC435008,RES,CLS,322 2nd St SE,Washington,"Washington, DC",3.0,3,Row/Townhouse,8/19/2019,Compass (COMPS1),1265000.0,20003,"322 2nd St SE, Washington, DC 20003","(38.8853173, -77.0032566223545)",0
461,13,DCDC435146,RES,CLS,1111 Pennsylvania Ave SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/3/2019,Non Subscribing Office (NON1),1199900.0,20003,"1111 Pennsylvania Ave SE , Washington, DC 20003","(38.8794905, -76.9831644)",0
462,14,DCDC434994,RES,CLS,201 E St SE ,Washington,"Washington, DC",2.0,Jan-00,Unit/Flat/Apartment,7/31/2019,Compass (COMPS1),501111.0,20003,"201 E St SE , Washington, DC 20003","(38.88308505, -77.0031847793478)",0
463,15,DCDC435026,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/22/2019,TTR Sotheby's International Realty (TTRS5),395000.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
464,16,DCDC434782,RES,CLS,1236 Walter St SE,Washington,"Washington, DC",2.0,1,Row/Townhouse,8/8/2019,RLAH Real Estate (RLAH4),822500.0,20003,"1236 Walter St SE, Washington, DC 20003","(38.88693595, -76.9889101687811)",0
465,17,DCDC434590,RES,CLS,1025 1st SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/14/2019,Compass (COMPS1),505000.0,20003,"1025 1st SE , Washington, DC 20003","(0, 0)",0
466,18,DCDC434654,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",1.0,2,Unit/Flat/Apartment,7/31/2019,Coldwell Banker Residential Brokerage (CBRB52),500000.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
467,19,DCDC434636,RES,CLS,147 D St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,7/17/2019,"Washington Fine Properties, LLC (WFP3)",835000.0,20003,"147 D St SE, Washington, DC 20003","(38.8848908, -77.0042507831858)",0
468,20,DCDC434530,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/29/2019,Smith & Schnider LLC (SSSL1),475000.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
469,21,DCDC434284,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",3.0,2,Unit/Flat/Apartment,7/31/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),811000.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
470,22,DCDC434046,RES,CLS,1300 4th Street SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,6/21/2019,Non Subscribing Office (NON1),699900.0,20003,"1300 4th Street SE , Washington, DC 20003","(38.882808, -77.000578)",0
471,23,DCDC433776,RES,CLS,1433 K St SE ,Washington,"Washington, DC",1.0,1-Jan,Unit/Flat/Apartment,7/31/2019,Compass (COMPS1),450000.0,20003,"1433 K St SE , Washington, DC 20003","(38.87819905, -76.9843936250203)",0
472,24,DCDC433598,RES,CLS,407 K St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,7/1/2019,TTR Sotheby's International Realty (TTRS5),1000000.0,20003,"407 K St SE, Washington, DC 20003","(38.8785923, -76.981857)",0
473,25,DCDC433392,RES,CLS,507 7th St SE,Washington,"Washington, DC",4.0,1-Mar,End of Row/Townhouse,7/17/2019,Compass (COMPS3),1612500.0,20003,"507 7th St SE, Washington, DC 20003","(38.882449, -76.9964129925455)",0
474,26,DCDC433358,RES,CLS,235 14th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,8/27/2019,"Formant Property Group, LLC (JCF1)",765000.0,20003,"235 14th St SE, Washington, DC 20003","(38.886226, -76.9857578706296)",0
475,27,DCDC432778,RES,CLS,1514 K St SE ,Washington,"Washington, DC",3.0,Feb-00,Detached,7/31/2019,Compass (COMPS2),712500.0,20003,"1514 K St SE , Washington, DC 20003","(38.8784758318906, -76.9833054300554)",0
476,28,DCDC432630,RES,CLS,1330 K St SE,Washington,"Washington, DC",3.0,1,Twin/Semi-Detached,8/22/2019,Coldwell Banker Residential Brokerage (CBRB52),1300000.0,20003,"1330 K St SE, Washington, DC 20003","(38.87857255, -76.9873094756792)",0
477,29,DCDC432520,RES,CLS,329 17th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,7/25/2019,RLAH Real Estate (RLAH4),715329.0,20003,"329 17th St SE, Washington, DC 20003","(38.8846019, -76.9810203501217)",0
478,30,DCDC431800,RES,CLS,122 10th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,7/25/2019,Coldwell Banker Residential Brokerage (CBRB52),760000.0,20003,"122 10th St SE, Washington, DC 20003","(38.888147, -76.9924312595792)",0
479,31,DCDC431562,RES,CLS,1219 C St SE,Washington,"Washington, DC",1.0,1-Jan,Row/Townhouse,7/11/2019,Redfin Corp (REFC3),685000.0,20003,"1219 C St SE, Washington, DC 20003","(38.8858902, -76.9896338733049)",0
480,32,DCDC432426,RES,CLS,1347 G St SE ,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,8/2/2019,"Help-U-Sell Federal City Realty, LLC (HFED1)",734250.0,20003,"1347 G St SE , Washington, DC 20003","(38.8810751, -76.9860719959811)",0
481,33,DCDC429638,RES,CLS,1347 G St SE ,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,8/2/2019,"Help-U-Sell Federal City Realty, LLC (HFED1)",830000.0,20003,"1347 G St SE , Washington, DC 20003","(38.8810751, -76.9860719959811)",0
482,34,DCDC432164,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/29/2019,Compass (COMPS2),575000.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
483,35,DCDC432278,RES,CLS,243 11th St SE,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),1475000.0,20003,"243 11th St SE, Washington, DC 20003","(38.8864638, -76.9917848265121)",0
484,36,DCDC432024,RES,CLS,704 4th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,7/25/2019,"SourceOne Realty Group, LLC. (SOUR1)",815000.0,20003,"704 4th St SE, Washington, DC 20003","(38.8810393, -77.0003516058849)",0
485,37,DCDC431950,RES,CLS,1812 Bay St SE,Washington,"Washington, DC",3.0,2,Row/Townhouse,7/19/2019,"Washington Fine Properties, LLC (WFP1)",617250.0,20003,"1812 Bay St SE, Washington, DC 20003","(38.88700805, -76.9784442107565)",0
486,38,DCDC431846,RES,CLS,525 10th St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,6/27/2019,Bratton Realty (BRT1),1291000.0,20003,"525 10th St SE, Washington, DC 20003","(38.88184215, -76.9928549608533)",0
487,39,DCDC431556,RES,CLS,138 Duddington Pl SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,7/12/2019,TTR Sotheby's International Realty (TTRS8),902500.0,20003,"138 Duddington Pl SE, Washington, DC 20003","(38.88272975, -77.004633635223)",0
488,40,DCDC431632,RES,CLS,102 17th St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,7/19/2019,Keller Williams Realty (KWR21),740200.0,20003,"102 17th St SE, Washington, DC 20003","(38.88848045, -76.9805265987474)",0
489,41,DCDC431636,RES,CLS,1113 E Capitol St SE,Washington,"Washington, DC",5.0,1-Mar,Row/Townhouse,7/15/2019,Coldwell Banker Residential Brokerage (CBRB52),1700000.0,20003,"1113 E Capitol St SE, Washington, DC 20003","(38.8890357, -76.9909377328827)",0
490,42,DCDC431524,RES,CLS,316 I St SE,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/17/2019,TTR Sotheby's International Realty (TTRS5),1160000.0,20003,"316 I St SE, Washington, DC 20003","(38.8794586, -77.0013491)",0
491,43,DCDC431316,RES,CLS,924 4th St SE,Washington,"Washington, DC",3.0,2,Row/Townhouse,8/1/2019,TTR Sotheby's International Realty (TTRS5),795000.0,20003,"924 4th St SE, Washington, DC 20003","(38.8842759, -77.000578)",0
492,44,DCDC431186,RES,CLS,1009 S Carolina Ave SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,7/2/2019,Compass (COMPS2),828000.0,20003,"1009 S Carolina Ave SE, Washington, DC 20003","(38.88462465, -76.9922554485577)",0
493,45,DCDC430314,RES,CLS,912 15th St SE,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,6/27/2019,Keller Williams Capital Properties (KWCP1),720000.0,20003,"912 15th St SE, Washington, DC 20003","(38.8789562, -76.983423124115)",0
494,46,DCDC430892,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",1.0,1,Penthouse Unit/Flat/Apartment,7/15/2019,Compass (COMPS1),489508.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
495,47,DCDC429452,RES,CLS,905 G St SE,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1055000.0,20003,"905 G St SE, Washington, DC 20003","(38.88109255, -76.9933817999555)",0
496,48,DCDC428204,RES,CLS,910 G St SE,Washington,"Washington, DC",2.0,2,End of Row/Townhouse,7/1/2019,"Washington Fine Properties, LLC (WFP1)",901000.0,20003,"910 G St SE, Washington, DC 20003","(38.88147495, -76.9932477327555)",0
497,49,DCDC430006,RES,CLS,1239 Potomac Ave SE,Washington,"Washington, DC",3.0,2,Row/Townhouse,7/10/2019,Amber & Company Real Estate (AMBER1),785000.0,20003,"1239 Potomac Ave SE, Washington, DC 20003","(38.8786416676549, -76.9894151471591)",0
498,50,DCDC429920,RES,CLS,17 17th St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,8/30/2019,RLAH Real Estate (RLAH5),725000.0,20003,"17 17th St SE, Washington, DC 20003","(38.889252, -76.9810144682864)",0
499,51,DCDC430210,RES,CLS,725 5th St SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/3/2019,Compass (COMPS3),690000.0,20003,"725 5th St SE , Washington, DC 20003","(38.88049985, -76.9998320086387)",0
500,52,DCDC430226,RES,CLS,310 16th St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,7/16/2019,RE/MAX United Real Estate (RMXD1),665000.0,20003,"310 16th St SE, Washington, DC 20003","(38.8850173, -76.9819949230108)",0
501,53,DCDC429832,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",1.0,Jan-00,Unit/Flat/Apartment,7/10/2019,Compass (COMPS1),378500.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
502,54,DCDC429826,RES,CLS,115 D St SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/28/2019,Century 21 Redwood Realty (RDWG3),434600.0,20003,"115 D St SE , Washington, DC 20003","(38.88476435, -77.0051776000502)",0
503,55,DCDC429862,RES,CLS,911 Potomac Ave SE,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,7/5/2019,Capital Area Realtors of DC (CPRZ1),719000.0,20003,"911 Potomac Ave SE, Washington, DC 20003","(38.87688915, -76.993254201585)",0
504,56,DCDC429268,RES,CLS,1401 South Carolina Ave SE ,Washington,"Washington, DC",3.0,1-Feb,End of Row/Townhouse,6/21/2019,"Urban Land Company, LLC (ULC1)",1200000.0,20003,"1401 South Carolina Ave SE , Washington, DC 20003","(38.88645475, -76.9852965635516)",0
505,57,DCDC428812,RES,CLS,1731 Bay St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,7/12/2019,"Weichert, REALTORS (WEI58)",835000.0,20003,"1731 Bay St SE, Washington, DC 20003","(38.8864621, -76.9793845752519)",0
506,58,DCDC429464,RES,CLS,1716-Half A St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,6/28/2019,RE/MAX Allegiance (RMAX17),706000.0,20003,"1716-Half A St SE, Washington, DC 20003","(0, 0)",0
507,59,DCDC429422,RES,CLS,1234 D St SE,Washington,"Washington, DC",3.0,2,Row/Townhouse,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1102777.0,20003,"1234 D St SE, Washington, DC 20003","(38.8842675, -76.9890506230252)",0
508,60,DCDC429146,RES,CLS,409 I St SE,Washington,"Washington, DC",4.0,1-Apr,End of Row/Townhouse,7/22/2019,Compass (COMPS2),1275000.0,20003,"409 I St SE, Washington, DC 20003","(38.8791106, -77.0002017)",0
509,61,DCDC429232,RES,CLS,1025 1st St SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/15/2019,Compass (COMPS1),700000.0,20003,"1025 1st St SE , Washington, DC 20003","(38.8778669, -77.0060801)",0
510,62,DCDC429164,RES,CLS,330 L St SE,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/10/2019,TTR Sotheby's International Realty (TTRS5),1230000.0,20003,"330 L St SE, Washington, DC 20003","(38.8776103877551, -77.0015341836735)",0
511,63,DCDC428974,RES,CLS,807 Kentucky Ave SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,8/15/2019,Houwzer LLC (55732),736500.0,20003,"807 Kentucky Ave SE, Washington, DC 20003","(38.87993195, -76.9823969109113)",0
512,64,DCDC429050,RES,CLS,1115 I St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,6/28/2019,RLAH Real Estate (RLAH1),939000.0,20003,"1115 I St SE, Washington, DC 20003","(38.87909645, -76.9907945747673)",0
513,65,DCDC428808,RES,CLS,1612 E Capitol St NE,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/25/2019,"Washington Fine Properties, LLC (WFP1)",1049000.0,20003,"1612 E Capitol St NE, Washington, DC 20003","(38.89005885, -76.9816750416577)",0
514,66,DCDC428294,RES,CLS,101 North Carolina Ave SE ,Washington,"Washington, DC",0.0,Jan-00,Unit/Flat/Apartment,7/10/2019,"4J Real Estate, LLC. (JREALE)",290000.0,20003,"101 North Carolina Ave SE , Washington, DC 20003","(38.8834971, -77.0050112821253)",0
515,67,DCDC403522,RES,CLS,1300 4th St SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/29/2019,"PN Hoffman Realty, LLC (PNH1)",914900.0,20003,"1300 4th St SE , Washington, DC 20003","(38.882808, -77.000578)",0
516,68,DCDC428144,RES,CLS,253 16th St SE,Washington,"Washington, DC",4.0,1-Feb,Row/Townhouse,8/9/2019,Coldwell Banker Residential Brokerage (CBRB52),780000.0,20003,"253 16th St SE, Washington, DC 20003","(38.88557715, -76.98245035)",0
517,69,DCDC427926,RES,CLS,513 5th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,6/27/2019,"Long & Foster Real Estate, Inc. (LNG147)",901000.0,20003,"513 5th St SE, Washington, DC 20003","(38.88227635, -76.9998022605392)",0
518,70,DCDC427862,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",1.0,Jan-00,Unit/Flat/Apartment,7/12/2019,RE/MAX Allegiance (RMAX127),399000.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
519,71,DCDC427614,RES,CLS,527 9th St SE,Washington,"Washington, DC",2.0,1,Row/Townhouse,7/3/2019,Keller Williams Capital Properties (KWCP1),735000.0,20003,"527 9th St SE, Washington, DC 20003","(38.88189125, -76.9939924191368)",0
520,72,DCDC427328,RES,CLS,1736 Bay St SE,Washington,"Washington, DC",4.0,1-Feb,Row/Townhouse,6/17/2019,Keller Williams Capital Properties (KWCP1),1036500.0,20003,"1736 Bay St SE, Washington, DC 20003","(38.88682245, -76.9793097999664)",0
521,73,DCDC427402,RES,CLS,1313 D St SE,Washington,"Washington, DC",4.0,1-Apr,Row/Townhouse,7/30/2019,McWilliams/Ballard Inc. (MCWB1),1730000.0,20003,"1313 D St SE, Washington, DC 20003","(38.8840224343434, -76.9875583636364)",0
522,74,DCDC427382,RES,CLS,301 Kentucky Ave SE,Washington,"Washington, DC",4.0,1-Apr,End of Row/Townhouse,6/21/2019,DC Living Real Estate LLC (DCLR1),1399000.0,20003,"301 Kentucky Ave SE, Washington, DC 20003","(38.8851938, -76.9867430230501)",0
523,75,DCDC427222,RES,CLS,714 5th St SE,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,7/15/2019,TTR Sotheby's International Realty (TTRS5),910000.0,20003,"714 5th St SE, Washington, DC 20003","(38.88068615, -76.9992754)",0
524,76,DCDC426778,RES,CLS,309 11th St SE,Washington,"Washington, DC",2.0,1-Jan,Row/Townhouse,6/19/2019,Keller Williams Capital Properties (KWCP1),770000.0,20003,"309 11th St SE, Washington, DC 20003","(38.88569365, -76.9917575804913)",0
525,77,DCDC426470,RES,CLS,1526 D St SE,Washington,"Washington, DC",2.0,1,Row/Townhouse,6/13/2019,RE/MAX Allegiance (RMAX20),702500.0,20003,"1526 D St SE, Washington, DC 20003","(38.8842811, -76.9828184020566)",0
526,78,DCDC426690,RES,CLS,1391 Pennsylvania Ave SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/5/2019,"Long & Foster Real Estate, Inc. (LNG147)",485000.0,20003,"1391 Pennsylvania Ave SE , Washington, DC 20003","(38.8802444, -76.9871058)",0
527,79,DCDC427082,RES,CLS,1818 C St SE ,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,7/1/2019,Keller Williams Capital Properties (KWCP1),730000.0,20003,"1818 C St SE , Washington, DC 20003","(38.8855572, -76.9783521251957)",0
528,80,DCDC426796,RES,CLS,222 4th St SE ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,6/25/2019,Redfin Corp (REFC3),601159.0,20003,"222 4th St SE , Washington, DC 20003","(38.8869091, -77.000319267225)",0
529,81,DCDC426552,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/14/2019,EJF Real Estate Services (EJF1),369000.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
530,82,DCDC426366,RES,CLS,1025 1st St SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/8/2019,"Long & Foster Real Estate, Inc. (LNG83)",749500.0,20003,"1025 1st St SE , Washington, DC 20003","(38.8778669, -77.0060801)",0
531,83,DCDC426578,RES,CLS,1000 New Jersey Ave SE ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/30/2019,Coldwell Banker Residential Brokerage (CBRB52),535000.0,20003,"1000 New Jersey Ave SE , Washington, DC 20003","(38.8779984, -77.0043268)",0
532,84,DCDC426476,RES,CLS,420 16th St SE ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,6/19/2019,RLAH Real Estate (RLAH2),437500.0,20003,"420 16th St SE , Washington, DC 20003","(38.883434, -76.981832144987)",0
533,85,DCDC425636,RES,CLS,1300 4th SE ,Washington,"Washington, DC",0.0,1,Unit/Flat/Apartment,8/16/2019,"PN Hoffman Realty, LLC (PNH1)",424900.0,20003,"1300 4th SE , Washington, DC 20003","(0, 0)",0
534,86,DCDC424392,RES,CLS,414 Seward Sq SE ,Washington,"Washington, DC",1.0,Jan-00,Penthouse Unit/Flat/Apartment,7/3/2019,RLAH Real Estate (RLAH5),299900.0,20003,"414 Seward Sq SE , Washington, DC 20003","(38.8868192, -76.999963749791)",0
535,87,DCDC424642,RES,CLS,101 7th St SE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/11/2019,Redfin Corp (REFC3),357800.0,20003,"101 7th St SE , Washington, DC 20003","(38.888526, -76.9963699)",0
536,88,DCDC426380,RES,CLS,1435 A St SE,Washington,"Washington, DC",3.0,3,Row/Townhouse,6/21/2019,Compass (COMPS2),850000.0,20003,"1435 A St SE, Washington, DC 20003","(38.8884911, -76.9843293729931)",0
537,89,DCDC426174,RES,CLS,304 3rd St SE,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,7/30/2019,Coldwell Banker Residential Brokerage (CBRB52),1230000.0,20003,"304 3rd St SE, Washington, DC 20003","(38.8857989, -77.0018297199422)",0
538,90,DCDC425224,RES,CLS,414 5th St SE,Washington,"Washington, DC",3.0,3,Row/Townhouse,6/5/2019,Coldwell Banker Residential Brokerage (CBRB52),1055000.0,20003,"414 5th St SE, Washington, DC 20003","(38.88377185, -76.9992643259689)",0
539,91,DCDC426098,RES,CLS,627 A St SE,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,6/28/2019,Keller Williams Capital Properties (KWCP1),1050000.0,20003,"627 A St SE, Washington, DC 20003","(38.8885098, -76.9974079933004)",0
