MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC399156,RES,CLS,33 Bryant St NW #2,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,6/4/2019,TTR Sotheby's International Realty (TTRS4),815000
DCDC399036,RES,CLS,57 N St NW #115,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/17/2019,Compass (COMPS2),370000
DCDC398744,RES,CLS,920 I St NW #1105,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS4),767450
DCDC348318,RES,CLS,46 V St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,6/21/2019,RE/MAX Realty Services (RBE1),850000
DCDC365002,RES,CLS,2206 Flagler Pl NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,7/26/2019,Fairfax Realty Elite (FXR4),780000
DCDC364208,RES,CLS,71 Florida Ave NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/14/2019,Redfin Corp (REFC3),779000
DCDC355708,RES,CLS,920 I St NW #913,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/3/2019,TTR Sotheby's International Realty (TTRS2),785000
DCDC310578,RES,CLS,633 T St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,RE/MAX Realty Services (RBE3),880000
DCDC308676,RES,CLS,210 P St NW #2,Washington,"Washington, DC",3,1-Mar,Unit/Flat/Apartment,8/2/2019,McWilliams/Ballard Inc. (MCWB1),870000
DCDC308138,RES,CLS,448 M St NW #3,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/20/2019,Compass (COMPS1),755000
DCDC261222,RES,CLS,448 M St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/14/2019,Compass (COMPS1),725000
DCDC102330,RES,CLS,319 R St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/11/2019,TTR Sotheby's International Realty (TTRS4),850000
DCDC101980,RES,CLS,925 H St NW #708,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/7/2019,McWilliams/Ballard Inc. (MCWB1),867000
1000388862,RES,CLS,1922 1st St NW #A,Washington,"Washington, DC",3,Mar-00,End of Row/Townhouse,6/28/2019,Cosmopolitan Properties Real Estate Brokerage (CSMO1),460000
1000284052,RES,CLS,37 W St NW #1,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,6/28/2019,"Independent Realty, Inc (INDR1)",800000
