,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,Zip Code
98,"660 Pennsylvania Ave SE, Washington, DC 20003, USA","{'location': {'lat': 38.8850467, 'lng': -76.9964277}, 'viewport': {'northeast': {'lat': 38.88633232989272, 'lng': -76.99512317010728}, 'southwest': {'lat': 38.88363267010727, 'lng': -76.99782282989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,74a76c2ab18077284c10eec8624a154bf9138e09,Le Pain Quotidien,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110080422041529246177/photos"">Terry Lundy</a>'], 'photo_reference': 'CmRaAAAAvnZNeq-RyDqMC9reIvhL-qkx_v5PiotHWhk0RT4hFICTVo3VdQdo_X6nh7SQx9vbFTHEhJ61NLvAiMV9DMvDzzcVI5IAP7xj8ikigSOviV1-wq2qdUbiRXnmmEl8YSCwEhBAgw0h4mMf7QdkwfvhPfk9GhSEuQ3RTWB_NcRmNypGf7d-u8crAA', 'width': 4032}]",ChIJnzobNjK4t4kRN8wVYjplbJw,"{'compound_code': 'V2P3+2C Washington, District of Columbia', 'global_code': '87C5V2P3+2C'}",2,3.7,ChIJnzobNjK4t4kRN8wVYjplbJw,"['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",194,20003
99,"505 8th St SE, Washington, DC 20003, USA","{'location': {'lat': 38.882455, 'lng': -76.9953419}, 'viewport': {'northeast': {'lat': 38.88381247989273, 'lng': -76.99380892010728}, 'southwest': {'lat': 38.88111282010728, 'lng': -76.99650857989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,34d4e865d12e49fedc3d7c56105569e744d6a656,Ted's Bulletin,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111787368656875905428/photos"">James Wilkinson</a>'], 'photo_reference': 'CmRaAAAAeCGjIGGw_u7eXzw-l_-CovNdjna5Dl21KgOcVf72GC4Iki7ClcieC2pVe58aL33nZJWytWobk-pWpy1BUoOtnDs3ft82pSvDkeHuJQpyszo_8OjcAt4LMaTOXXQAf0MREhCpyjxevfuKbQ4g0Q0P12cSGhRt61AHwss3iodjRSWnRQshnVg1Ew', 'width': 4048}]",ChIJ8WkMGDO4t4kR2LZPAHBCGFI,"{'compound_code': 'V2J3+XV Washington, District of Columbia', 'global_code': '87C5V2J3+XV'}",2,4.5,ChIJ8WkMGDO4t4kR2LZPAHBCGFI,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2077,20003
100,"301 Pennsylvania Ave SE, Washington, DC 20003, USA","{'location': {'lat': 38.8865971, 'lng': -77.00185900000001}, 'viewport': {'northeast': {'lat': 38.88808092989272, 'lng': -77.00056877010728}, 'southwest': {'lat': 38.88538127010728, 'lng': -77.00326842989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f475fa4edbea964de41196f921ed156d9b6b9cc2,Pret A Manger,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114595378975483552469/photos"">Julian George</a>'], 'photo_reference': 'CmRaAAAAYHAeiyzDbJjHGcZ8g6no_AL9ve3KriEZDFCyJZ9CMZGioTjQWmWKdC9lYkbqc8LyYyykGk8eQzjYAJIRwTY9EUo0OjWhAFaNzad-qFjpFjXlK1n37fN3KW7H6P7cXGZSEhCCNvkk2weK7UAsQLnRrimsGhR9Pq0DkKtaDw9rKwaDuhLszWUPIA', 'width': 3024}]",ChIJG-SdLCy4t4kRnOWBBXaS1Ec,"{'compound_code': 'VXPX+J7 Washington, District of Columbia', 'global_code': '87C4VXPX+J7'}",,4.3,ChIJG-SdLCy4t4kRnOWBBXaS1Ec,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",159,20003
103,"1539 Pennsylvania Ave SE, Washington, DC 20003, USA","{'location': {'lat': 38.8786247, 'lng': -76.9822204}, 'viewport': {'northeast': {'lat': 38.88001837989273, 'lng': -76.98098727010729}, 'southwest': {'lat': 38.87731872010728, 'lng': -76.98368692989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,05a8e6ac59ab1a8fb7a29f21ab41abf66cbb1753,McDonald's,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109893457170299736681/photos"">Asmaa Bassuny</a>'], 'photo_reference': 'CmRaAAAAqmSJxuimbFdc9RxYO-XuWk0__UntXBEa5hBStHOPoeeK-JYtJmUaxNdijOGJYUe9A0tFZ0Hxz1JdorLnI0dR3y5ApD8L3w_95ZLUkGlnqmzVwRaPx79mnXYdfkGjBm_0EhDfgbuxoPe4iO3UZtJRT0x4GhQ8IseYZaYgoT6grYqOhc3iXAHGYA', 'width': 4032}]",ChIJ9RuBo7S5t4kRDugWX2cpj3Q,"{'compound_code': 'V2H9+C4 Washington, District of Columbia', 'global_code': '87C5V2H9+C4'}",1,3.6,ChIJ9RuBo7S5t4kRDugWX2cpj3Q,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1000,20003
104,"1200 New Jersey Ave SE, Washington, DC 20590, USA","{'location': {'lat': 38.87619, 'lng': -77.003691}, 'viewport': {'northeast': {'lat': 38.87766392989273, 'lng': -77.00244132010728}, 'southwest': {'lat': 38.87496427010728, 'lng': -77.00514097989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,b4b500088b7ae04d8337660ac899420e8c9b9e4d,Starbucks,{'open_now': True},"[{'height': 4008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115620258679488509421/photos"">cool e brown</a>'], 'photo_reference': 'CmRaAAAAN5CeLwokmtJONLeNYn_HPXHJjOTl4bwWB-3T-l01gqNxCJ8IuEoiADVwwa_g95pgqEwFCMMN0-_DrJ_6dpT7nLgQlHP_8-2YbMN8A8U8WgvFl7O9GDnigndSsAVzIA9TEhBo9uoncwZL8mchMwi0fFY9GhSmntovOGGMnpVLIcRyY7vaEe3UAw', 'width': 5344}]",ChIJuwGXRNG5t4kRfwnywWUwAhs,"{'compound_code': 'VXGW+FG Washington, District of Columbia', 'global_code': '87C4VXGW+FG'}",2,3.6,ChIJuwGXRNG5t4kRfwnywWUwAhs,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",301,20590
105,"Washington, DC 20003, USA","{'location': {'lat': 38.8732624, 'lng': -76.99419309999999}, 'viewport': {'northeast': {'lat': 38.87461207989273, 'lng': -76.99263707010728}, 'southwest': {'lat': 38.87191242010729, 'lng': -76.99533672989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,1cb4fc49622667fe30f4b6325e8a6cab866a0696,William III Espresso Bar & Cafe,{'open_now': False},"[{'height': 1125, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115671113167491442733/photos"">D Wolfe</a>'], 'photo_reference': 'CmRaAAAAqG7U650fCk6ZxkPc7kMLC_l8L6PSXDIqgaBCqz3sD5oqc1U9O9kKzfdQmtLo6fnr06zKzjXup9-9KAm4u-BjjRZrCIFGUewc3GS2Q4Zxbowxtj_aSsDBNTIjltD8SizpEhBY4N3zFzsDGGQrnkledk6fGhQYXFARcnKZc04KZHw4KummYvbXLw', 'width': 1432}]",ChIJGQQfasm5t4kRZVl1vO7epXw,"{'compound_code': 'V2F4+88 Washington, District of Columbia', 'global_code': '87C5V2F4+88'}",,4.3,ChIJGQQfasm5t4kRZVl1vO7epXw,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",7,20003
107,"499 S Capitol St SW, Washington, DC 20003, USA","{'location': {'lat': 38.8833612, 'lng': -77.0099925}, 'viewport': {'northeast': {'lat': 38.88463062989271, 'lng': -77.00864222010728}, 'southwest': {'lat': 38.88193097010727, 'lng': -77.01134187989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,785d979f2c6d3aa8891da6a5837f40458ae397d6,City Cafe,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108712807218379140199/photos"">Young Hong</a>'], 'photo_reference': 'CmRaAAAA4EDANNjN97RHwnXFUvLTT022WF4SD6VA4a_JQCtaKbTsatMd9P8-GZsR3kyseIlnB3uRqlPwiKRiddPeUkxi1b9fU0urhZIFj4kg5GXdnbxViuK406umNkZH8Qez3-aAEhCu07zqx2tl1uuBfb2UdcqZGhSKvYX6ijiaK3uCCOMcQXTs3ZMq5w', 'width': 3024}]",ChIJz4RbqCq4t4kRNUaPU5BZI-0,"{'compound_code': 'VXMR+82 Washington, District of Columbia', 'global_code': '87C4VXMR+82'}",,4.3,ChIJz4RbqCq4t4kRNUaPU5BZI-0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",8,20003
108,"1023 E Capitol St SE, Washington, DC 20003, USA","{'location': {'lat': 38.8895559, 'lng': -76.9916958}, 'viewport': {'northeast': {'lat': 38.89102977989272, 'lng': -76.99034717010728}, 'southwest': {'lat': 38.88833012010728, 'lng': -76.99304682989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,eea21c80e311ec621702be8e45c9aa8559e10307,Wine & Butter Cafe & Market,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101810068829626301924/photos"">Austin Graff</a>'], 'photo_reference': 'CmRaAAAAgV7nAHogPbfdOJNq_LYBE3YXkoICQVia2I8tDlfQxxnAHUw8hIJ2IXjy_Mspgq5ANWPKij9K2w8bc4bsIjjgQ3wL3x8lx4qnywaW1Pi08SDFB1K82Ysgk1JpRRUlOTqqEhCEV2P3rhZOARqRdVrRR6faGhQM9DJxEZ9rER766SUeBfmO0TEWYQ', 'width': 2688}]",ChIJJ_MsPje4t4kRT9gjAH5A8Ho,"{'compound_code': 'V2Q5+R8 Washington, District of Columbia', 'global_code': '87C5V2Q5+R8'}",,4.8,ChIJJ_MsPje4t4kRT9gjAH5A8Ho,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",24,20003
112,"401 M St SE, Washington, DC 20003, USA","{'location': {'lat': 38.87618, 'lng': -77.000361}, 'viewport': {'northeast': {'lat': 38.87765862989271, 'lng': -76.99901142010728}, 'southwest': {'lat': 38.87495897010727, 'lng': -77.00171107989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,7787dfd105ee0faa19a60f86026a7fcf1c1b1d3c,Starbucks,{'open_now': True},,ChIJobCw7dG5t4kRYGK9T2K4s30,"{'compound_code': 'VXGX+FV Washington, District of Columbia', 'global_code': '87C4VXGX+FV'}",2,3.7,ChIJobCw7dG5t4kRYGK9T2K4s30,"['cafe', 'food', 'point_of_interest', 'establishment']",66,20003
116,"409 3rd St SW Suite 105, Washington, DC 20024, USA","{'location': {'lat': 38.884761, 'lng': -77.015534}, 'viewport': {'northeast': {'lat': 38.88611212989272, 'lng': -77.01400957010728}, 'southwest': {'lat': 38.88341247010727, 'lng': -77.01670922989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4ae36a2a8ec92188ddcd846ae4df433489e26bdc,Starbucks,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114804508654173829456/photos"">RACHEL WEST</a>'], 'photo_reference': 'CmRaAAAAZaG0S0DUJ43-Ems0RsbdY92-e2nLTkxfYgt_HZy56RCqC7PtbGJy2CtMDJfsY5JVnuLymXwepz0uGsQXik7MyBIkmjVVlDPdlNImRCxMqerTz5Gk6f8l27PUJ5GTiL5-EhCqbUcC4q9L6coiMnE7PSXaGhSDc-syQxtGvmJUSQJoMRohEsUYOQ', 'width': 4032}]",ChIJl4m8koG3t4kRCcZYWGfjTiI,"{'compound_code': 'VXMM+WQ Washington, District of Columbia', 'global_code': '87C4VXMM+WQ'}",2,3.8,ChIJl4m8koG3t4kRCcZYWGfjTiI,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",194,20024
120,"1300 Pennsylvania Ave NW, Washington, DC 20004, USA","{'location': {'lat': 38.8937439, 'lng': -77.0293906}, 'viewport': {'northeast': {'lat': 38.89508762989271, 'lng': -77.02741802010728}, 'southwest': {'lat': 38.89238797010727, 'lng': -77.03011767989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,1067f3d9d40b3ea9fa252df8c648472ba64270da,Timgad Café,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114308556504001110313/photos"">Knight of Roses</a>'], 'photo_reference': 'CmRaAAAASymjDYRww91j-pdkQg9i1oLJ1hsQjAE8J2Z9o15_yHk3YtrAaQ_c_eMszUxZ2GKVX4rQDjI2xlt5jwpbtzNVmL3SShmbOS5UbPzvX0yC2M3ECKkfAuCLMTcFZT6zU9dAEhASkzork24q8l-a08CtgsmdGhRWODIjWFvtXn2vylQb2hTOyRu-bg', 'width': 4032}]",ChIJd0meYpe3t4kR9VpU7x_5Oi8,"{'compound_code': 'VXVC+F6 Washington, District of Columbia', 'global_code': '87C4VXVC+F6'}",,4.4,ChIJd0meYpe3t4kR9VpU7x_5Oi8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",201,20004
125,"501 7th St NW, Washington, DC 20004, USA","{'location': {'lat': 38.8962931, 'lng': -77.0217493}, 'viewport': {'northeast': {'lat': 38.89764257989273, 'lng': -77.02049102010727}, 'southwest': {'lat': 38.89494292010728, 'lng': -77.02319067989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,925136be900b7822fdc0ed62c798579fd74585d8,Bakers & Baristas,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107522506380496724647/photos"">Cindy Antonik</a>'], 'photo_reference': 'CmRaAAAAu4BEVgix_8DizhXEHdGMlf7Xwd0vlyhw4XwSqoTwo6HVGuzrpZG1vssbiW5qIOOS_Nh8ydBJgL3H2dXpcEpKPI7uB9YM_6bu7xBelU7jZdqdQjTrnsDqf--nJWvjsa46EhD8pG45BiyfZClH5Kq_KrWDGhRtvzuwgKpjcwYXx-S7Ajfe_3DFoA', 'width': 4032}]",ChIJi-0q2I-3t4kRMw07-VfhdZM,"{'compound_code': 'VXWH+G8 Washington, District of Columbia', 'global_code': '87C4VXWH+G8'}",1,4.3,ChIJi-0q2I-3t4kRMw07-VfhdZM,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",497,20004
126,"1331 Pennsylvania Ave NW #10, Washington, DC 20004, USA","{'location': {'lat': 38.89634119999999, 'lng': -77.03116870000001}, 'viewport': {'northeast': {'lat': 38.89758072989271, 'lng': -77.02982007010728}, 'southwest': {'lat': 38.89488107010727, 'lng': -77.03251972989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,314efd9a665e26962e2d450497668043c168e088,Esprinto,{'open_now': True},"[{'height': 3006, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101968384468450128701/photos"">Dennis Sutch</a>'], 'photo_reference': 'CmRaAAAAb4ufycBEQ57YNdP4_rJjAgfINRnXVmJUICcYKz-Izc5dnTesHkgD_P0TC6SVPx9Z_shwzkSS8YdXcLpv_dZI19xl2gxMtyajcN_8N73zF5aOX7BJw6ZYOKahodIpgy0_EhBH-GF46VqXpS3wJeBaSStBGhTmC7apjFTZb5XFi-t9bRgwS9-r5Q', 'width': 5344}]",ChIJ44vdnJe3t4kRx9cEpkJPu44,"{'compound_code': 'VXW9+GG Washington, District of Columbia', 'global_code': '87C4VXW9+GG'}",,2,ChIJ44vdnJe3t4kRx9cEpkJPu44,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",13,20004
129,"1100 Pennsylvania Ave NW, Washington, DC 20004, USA","{'location': {'lat': 38.893721, 'lng': -77.027763}, 'viewport': {'northeast': {'lat': 38.89501577989272, 'lng': -77.02660517010726}, 'southwest': {'lat': 38.89231612010727, 'lng': -77.02930482989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,16e3d5a2ad72d725f25f1141feb379a015c5aa47,Starbucks,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108612382385667709576/photos"">Tristan Overney</a>'], 'photo_reference': 'CmRaAAAAbNM109iZTAdFQ55kM42yZDYbI-AJOn4gUYfElPerhN3cWT5QJtBvhRoe_HNAvjdt3Ro_E54GpIy4xDYDV-SB4FjTudy92MZvvxgKvGGknprQMMSxoBMV34Ndx24eHkZeEhDz5BSZLxWQGPzyH_d2HofvGhT4V-CipDuHgDEB7if-XQ44sX2Uww', 'width': 4032}]",ChIJ6avQipm3t4kR9ef5GqOVIO0,"{'compound_code': 'VXVC+FV Washington, District of Columbia', 'global_code': '87C4VXVC+FV'}",2,3.9,ChIJ6avQipm3t4kR9ef5GqOVIO0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",285,20004
130,"601 F St NW, Washington, DC 20004, USA","{'location': {'lat': 38.897842, 'lng': -77.02175299999999}, 'viewport': {'northeast': {'lat': 38.89896967989272, 'lng': -77.02001097010728}, 'southwest': {'lat': 38.89627002010727, 'lng': -77.02271062989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,f8390d08f1a7dfe8365913c3d0a5ae456397f29b,Dunkin',{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112054510276816281027/photos"">Frank Gumangan</a>'], 'photo_reference': 'CmRaAAAA-dFRXE6pH47izqxuIWVKWZLPeDV8QY6gImPLilKdLbZvx-xG48gop8i71EfodlyKQK1d2BLZskEKiW0e4WeuNzJv659BlfClhwsOo8jqDMBicDaA3gWXPKOvRZMjj5XxEhDm8U3Bv3VnwO2X1E3vANAfGhR8o_20lCVnoA-2EpexF5yk5sQQaA', 'width': 3120}]",ChIJc2hfT463t4kRsSChl7fH-Ok,"{'compound_code': 'VXXH+47 Washington, District of Columbia', 'global_code': '87C4VXXH+47'}",1,3.3,ChIJc2hfT463t4kRsSChl7fH-Ok,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",120,20004
131,"1304 F St NW, Washington, DC 20004, USA","{'location': {'lat': 38.897167, 'lng': -77.030045}, 'viewport': {'northeast': {'lat': 38.89861017989272, 'lng': -77.02869542010728}, 'southwest': {'lat': 38.89591052010728, 'lng': -77.03139507989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,fa7448f2c2239f798540bfe6c786e9333dfafbba,Starbucks,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115029836753989796335/photos"">bachar raad</a>'], 'photo_reference': 'CmRaAAAApPSfmLIWCTlGYQyIc2f5a1dYbm82aB01VPjaH4aqCDzf1dmEwXTmpmmCaslHiUOGGR5ppWbEkRPhGBPygcZu7wGd3W1AlJ4IBmEfPHLQOS2MDQHbrqTkmcYFOUZYsQ5sEhDgWvoAL4h5jGtpQ9UmSH0BGhR2NL8Ts6TrVQzoPTBJWkol9_0Svw', 'width': 3264}]",ChIJ39SAcZe3t4kRpmD__D9O9XQ,"{'compound_code': 'VXW9+VX Washington, District of Columbia', 'global_code': '87C4VXW9+VX'}",2,3.8,ChIJ39SAcZe3t4kRpmD__D9O9XQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",343,20004
132,"801 Pennsylvania Ave NW, Washington, DC 20004, USA","{'location': {'lat': 38.8942061, 'lng': -77.02361140000001}, 'viewport': {'northeast': {'lat': 38.89541777989272, 'lng': -77.02235352010726}, 'southwest': {'lat': 38.89271812010728, 'lng': -77.02505317989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,800f787d91f54cf57d5b39ae5da91e5b6fc6a0c2,PAUL,{'open_now': True},"[{'height': 998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104111246635874032234/photos"">ZAGAT</a>'], 'photo_reference': 'CmRaAAAAfAt8ws5qoLHeZOBt5d5PMdeka-oOTdhmjnf3xLvcXqrDjyIWyBCGTuBz9PN4vPyG-6MT-Kfls9U1H2zBwnDLAUGRJ1Gj5aE0ioI1nD8nzdN7xgFxrudHZ4oii1qAcQvKEhD9Op3kNRpBv7GCkteHrhJdGhSRd6CjeQt3OBkpcMe7aEbWmvKwfA', 'width': 1500}]",ChIJ-5bTmZq3t4kRcjssD0tqxZw,"{'compound_code': 'VXVG+MH Washington, District of Columbia', 'global_code': '87C4VXVG+MH'}",2,4.2,ChIJ-5bTmZq3t4kRcjssD0tqxZw,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",715,20004
135,"975 F St NW, Washington, DC 20004, USA","{'location': {'lat': 38.8975788, 'lng': -77.0258142}, 'viewport': {'northeast': {'lat': 38.89881307989273, 'lng': -77.02446472010729}, 'southwest': {'lat': 38.89611342010728, 'lng': -77.02716437989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a9598ef79feed797876fbff4e7368e5e34e49bf2,Le Pain Quotidien,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117730076110633798473/photos"">Mario Stylianou</a>'], 'photo_reference': 'CmRaAAAAX1IAbjyV9OWTaAIWMLvx2mg_sAIGphl55YNbsUZ2bSMxzMUNiGLdfLd2VJ7JbO9J2VK0ys8zfmtv-66k6zgMOhEquwq_0oftv7n9FfXBXzfX2nIwmB483TAk_DjUGqrFEhBGejdCyTx_A3PkMZmu3QnhGhThLSZJyMytYobCePVz5riod8K-EA', 'width': 4608}]",ChIJpZW54ZC3t4kRokyobKJWtYU,"{'compound_code': 'VXXF+2M Washington, District of Columbia', 'global_code': '87C4VXXF+2M'}",2,3.9,ChIJpZW54ZC3t4kRokyobKJWtYU,"['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",517,20004
139,"1275 Pennsylvania Ave NW, Washington, DC 20004, USA","{'location': {'lat': 38.8957771, 'lng': -77.0290095}, 'viewport': {'northeast': {'lat': 38.89689872989272, 'lng': -77.02758907010728}, 'southwest': {'lat': 38.89419907010728, 'lng': -77.03028872989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,2fa2da12cffc48c9a2e0adcb7d5e1ce38c387eb8,Pret A Manger,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111792980508647089851/photos"">Jorge Machuca</a>'], 'photo_reference': 'CmRaAAAAQv1-MP1otZN665i8jiZUyYDerna5INDTmXLa4Fz456nxOx6HUD8gGuMwEodrEa2-W3mvn4Zysk16vTUz6sMI_d0VGMi6CwKnl4zfTKD-THySEOJ1F4w2Rnj0wecoZZ_xEhCcsmRWKLymuXiaqwWjzQHcGhTvixApE_DTO2ngFbhveZEZu5MVBg', 'width': 1920}]",ChIJK5ftaJe3t4kRab2E7NQpOPU,"{'compound_code': 'VXWC+89 Washington, District of Columbia', 'global_code': '87C4VXWC+89'}",,4.3,ChIJK5ftaJe3t4kRab2E7NQpOPU,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",188,20004
140,"911 E St NW, Washington, DC 20004, USA","{'location': {'lat': 38.89632, 'lng': -77.024749}, 'viewport': {'northeast': {'lat': 38.89757042989272, 'lng': -77.02342522010728}, 'southwest': {'lat': 38.89487077010727, 'lng': -77.02612487989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a62db72b1d836a72e8c794e6ad2bb6eac44ed13f,McDonald's,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105051681529176761720/photos"">Michael Putman</a>'], 'photo_reference': 'CmRaAAAAE24De4RGuCHV3jIoko1nggdZAz24bI1Usgr_fDKxB8Af1XvFQxJ4ek6nUzQoxfsCxZ9RgTgJujcVFVUt0I1uUcDO848vlIEiBsXrrMp9o-a8k991xDw0agn1bgq3EWk3EhCT7MYuII966UPjUtPUDaF5GhRFXw8mov9pLZvFg-Nofelxjo_8Lw', 'width': 3984}]",ChIJc2hfT463t4kRaO0aI64ZA4w,"{'compound_code': 'VXWG+G4 Washington, District of Columbia', 'global_code': '87C4VXWG+G4'}",1,3.6,ChIJc2hfT463t4kRaO0aI64ZA4w,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",484,20004
141,"701 9th St NW, Washington, DC 20001, USA","{'location': {'lat': 38.8990552, 'lng': -77.0237906}, 'viewport': {'northeast': {'lat': 38.90040722989272, 'lng': -77.02254667010729}, 'southwest': {'lat': 38.89770757010728, 'lng': -77.02524632989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,5f969b6e39758ee1023474f0256ea11fa8783b86,Starbucks,{'open_now': True},"[{'height': 664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101020661769464196071/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAAoNz4zfC5FjQKGb_3ZIg5L8b3YT2gjcGQno4QD6uwyk93Z1yHRD988bv9TrcgjloStHvk3b0ovhXYwjvaDimXbA7rW9mBKJKzsYTOW6VRcCj_ezx2MUrnjbzgIBSuX1-WEhBljFrd9W7hTvpYQJo-KIiXGhQ1nk6HXY7i-bNujGXjMX5wUzPiUw', 'width': 732}]",ChIJmSc9kpG3t4kR6vfSXsqs8NM,"{'compound_code': 'VXXG+JF Washington, District of Columbia', 'global_code': '87C4VXXG+JF'}",2,3.9,ChIJmSc9kpG3t4kR6vfSXsqs8NM,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",60,20001
142,"1155 F St NW, Washington, DC 20004, USA","{'location': {'lat': 38.8975172, 'lng': -77.02739919999999}, 'viewport': {'northeast': {'lat': 38.89878017989273, 'lng': -77.02604937010727}, 'southwest': {'lat': 38.89608052010728, 'lng': -77.02874902989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,96a68430c4253402d7ee15745d7873b0ccdb1bdb,Pret A Manger,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100894199448075401882/photos"">Andrei Ponomarenko</a>'], 'photo_reference': 'CmRaAAAAtAAUGPXkuQOhom32CjNlfu_DJerm8qkYwUFkkgg1dCqST1npgyYzrJRUhMWzQYoiB-FvBFtMgJexkSZ5rN0XxRfPwjNAszAqct5so1P0hv-QGKFs6kMsLJkJQJz_7RaKEhANNdy9J-ips-awT3CRp7DrGhTJZ887ilEDUmWyaaKh8IyjMvbr7g', 'width': 1920}]",ChIJU85B1JC3t4kRK_Hk2yG8sYs,"{'compound_code': 'VXXF+22 Washington, District of Columbia', 'global_code': '87C4VXXF+22'}",,4.4,ChIJU85B1JC3t4kRK_Hk2yG8sYs,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",312,20004
